서울식품,https://finance.naver.com//item/main.nhn?code=004410,상승
KODEX 200선물인버스2X,https://finance.naver.com//item/main.nhn?code=252670,하락
대영포장,https://finance.naver.com//item/main.nhn?code=014160,상승
자안,https://finance.naver.com//item/main.nhn?code=221610,상승
엔투텍,https://finance.naver.com//item/main.nhn?code=227950,하락
아이에이,https://finance.naver.com//item/main.nhn?code=038880,상승
